,Political Affiliation,tweet,Politician,Word Count,created_time,negative,neutral,positive,polarity
194,Republican,"While Democrats continue to spread lies about tax refunds and run from the truth, one thing is clear: tax reform is working and helping American families. https://t.co/541kQmhcnp",House of Republican,27,Mar 2019,0.085,0.699,0.216,0.5106
195,Republican,"This #WomensHistoryMonth, we recognize the outstanding accomplishments of women throughout our nation’s history and celebrate the trailblazing Republican women who continue to shape our nation. https://t.co/IVvtYoWFdL",House of Republican,26,Mar 2019,0.0,0.757,0.243,0.8271
196,Republican,Who would have thought protecting our children and schools from convicted sex predators was a partisan issue? Yesterday House Dems blocked an amendment that would let school districts decide how to best protect students from these offenders. https://t.co/Z2fwJ9Mmhh,House of Republican,38,Feb 2019,0.104,0.743,0.153,0.4939
197,Republican,"This is a disturbing pattern from @HouseDemocrats...

They denied workers from testifying about how hiking the minimum wage would eliminate their jobs https://t.co/iQ3rvXuqZh 

They denied @SteveScalise from testifying about gun violence https://t.co/shoil6Yr9u…

Now today ⬇️ https://t.co/OKrvvlQvoB",House of Republican,36,Feb 2019,0.342,0.658,0.0,-0.9393
198,Republican,The American people can see right through the Democrats' radical agenda. Nearly 2/3 of people surveyed believe that they are the party of socialism. https://t.co/Lv9cyWqxP9,House of Republican,25,Feb 2019,0.0,0.899,0.101,0.4019
199,Republican,Great read by @RepMullin on the House Democrats extremist gun-grabbing bill that does nothing to stop actual criminals or gun violence. https://t.co/xXYUdBq8Is,House of Republican,22,Feb 2019,0.307,0.512,0.18,-0.6384
200,Republican,"House Democrats have advocated for abolishing @ICEgov and oppose wall funding, all while refusing to acknowledge the emergency happening along our southern border. The truth is that more than 2,000 people try to come into our country illegally each day. We must #SecureTheBorder. https://t.co/tO2DmeDaoG",House of Republican,44,Feb 2019,0.109,0.844,0.047,-0.4588
201,Republican,"There is an emergency happening along our southern border but House Democrats are choosing to ignore it. We need to #EndTheCrisis and #SecureTheBorder so @ICEgov, @CBP, and our border agents have the resources necessary to keep our communities safe from dangerous criminals. https://t.co/rJMQrO2vRj",House of Republican,43,Feb 2019,0.254,0.677,0.069,-0.886
202,Republican,"As House Dems hold a sham vote on the emergency declaration, did you know that more than 90% of heroin in the U.S. comes across our southern border? These drugs are destroying our communities. It’s clear there's an emergency and we need to #EndTheCrisis and #SecureTheBorder! https://t.co/u4j30O1grx",House of Republican,47,Feb 2019,0.22,0.734,0.047,-0.8655
203,Republican,"Democrats are trying, yet again, to score political points while punishing law-abiding gun owners. H.R. 8 does nothing to prevent dangerous criminals who are intent on breaking the law. Read more: https://t.co/TLQU1wYSVx",House of Republican,32,Feb 2019,0.274,0.661,0.065,-0.8031
204,Republican,".@RepSamGraves warns the Democrats' Green New Deal will upend and politicize our infrastructure with a ""government-knows-best,"" approach that would hurt the American people. Read below ⬇️ https://t.co/WJs1nMe33P",House of Republican,27,Feb 2019,0.167,0.833,0.0,-0.5859
205,Republican,The Cohen hearing will be a partisan circus. @RepMarkMeadows and @Jim_Jordan ask in @USATODAY why Dems are giving a known liar like Cohen a forum to avenge a grudge? https://t.co/cVXMRv9H14,House of Republican,30,Feb 2019,0.106,0.737,0.157,0.1531
206,Republican,What would the #GreenNewDisaster actually do? @TransportGOP explains ⬇️ https://t.co/dTIuenAREC,House of Republican,10,Feb 2019,0.0,1.0,0.0,0.0
207,Republican,"Democrats are bringing their anti-Second Amendment agenda to the Floor this week, but H.R. 8 doesn't do anything to prevent dangerous criminals from getting guns.",House of Republican,25,Feb 2019,0.293,0.67,0.037,-0.8765
208,Republican,"Grimes Co. Sheriff Don Sowell shares his struggles with the ongoing crisis at the border: “Our duty is to protect and serve our people, and we are being handcuffed by political philosophies that don’t make sense.” https://t.co/feV13R9WLa",House of Republican,37,Feb 2019,0.189,0.705,0.106,-0.5859
209,Republican,The Democrat's gun-grab threatens the hunting and sporting traditions of law-abiding rural Americans and does nothing to stop dangerous criminals.,House of Republican,20,Feb 2019,0.236,0.598,0.166,-0.4325
210,Republican,"Just a month after House Dems started obstructing legislation that would protect babies who have already been born, American attitudes are clearly shifting away from the left's radical position. https://t.co/FEQYzCXJm0",House of Republican,30,Feb 2019,0.0,0.836,0.164,0.6486
211,Republican,"During Speaker Pelosi’s border visit this weekend, the wife of an agent pleaded with her to reconsider a wall: ""We need a wall here…We need that barrier. We need that protection because it's getting worse and worse and worse."" Pelosi's response? Silence. https://t.co/BqWsmGr2UF",House of Republican,43,Feb 2019,0.168,0.832,0.0,-0.7717
212,Republican,"H.R. 8 doesn't do anything to target dangerous criminals or those intent on breaking the law. Instead, it curtails the law-abiding behavior of everyday gun owners. Read more here:",House of Republican,29,Feb 2019,0.269,0.731,0.0,-0.8481
213,Republican,House Dems are pushing legislation this week that would turn law-abiding gun owners into criminals. @RepMullin explains why H.R. 8 is nothing more than a virtue signal that would do nothing to deter potentially deadly shootings. https://t.co/6kKeWsEzig,House of Republican,37,Feb 2019,0.213,0.787,0.0,-0.8243
214,Republican,"Happy Birthday to America’s 1st President, George Washington. https://t.co/gnwY1jKBek",House of Republican,9,Feb 2019,0.0,0.684,0.316,0.5719
215,Republican,"This #BlackHistoryMonth we reflect, celebrate, and honor the many contributions African Americans have made to our nation. https://t.co/VYgFjutHCy",House of Republican,18,Feb 2019,0.0,0.699,0.301,0.7845
216,Republican,.@RepKevinBrady &amp; @ChuckGrassley w/ joint op-ed debunking phony spin from Democrats and explaining how tax reform is helping Americans keep more of their own money https://t.co/A069WfkQjX,House of Republican,26,Feb 2019,0.0,0.919,0.081,0.296
217,Republican,Great piece in @TheHill points out that the proposed 'Green New Deal' scheme is outrageous and would cripple the economy. The real costs of these 'new deals' put the 'home of the free' at risk. https://t.co/nWqDM9Vkfo,House of Republican,36,Feb 2019,0.115,0.719,0.166,0.5106
218,Republican,Democrats have spent months misleading taxpayers with dishonest claims about the GOP tax cuts. The truth? The want to raise taxes on hardworking Americans and send more of your money to Washington. https://t.co/tGEvWNaCnS,House of Republican,33,Feb 2019,0.214,0.697,0.09,-0.7184
219,Republican,“It’s like putting a sign up that you can’t do business in New York.” - @RepPeteKing on the far-left derailing thousands of jobs from coming to Queens. https://t.co/DIXurCuiJh,House of Republican,28,Feb 2019,0.0,0.909,0.091,0.3612
220,Republican,"Smart read on @FoxNews from @RepMichaelGuest on why border security can protect our communities from the growing threat of illegal, life-threatening narcotics. https://t.co/WpJWHeP3qC",House of Republican,23,Feb 2019,0.21,0.509,0.281,0.1027
221,Republican,"Today we honor the leaders who have preserved freedom and opportunity, and made America the greatest country in the world. Happy #PresidentsDay! 🇺🇸 https://t.co/6CWPEDqeyO",House of Republican,24,Feb 2019,0.0,0.508,0.492,0.9606
222,Republican,POLL: Capitalism far more popular than socialism among Americans... cc: @HouseDemocrats https://t.co/gnMVZw4cAD https://t.co/oZHSJ90U2i,House of Republican,13,Feb 2019,0.0,0.795,0.205,0.4754
223,Republican,"We know the Green New Deal is a socialist fantasy that would crush American families. Republicans like @RepGregWalden, @RepFredUpton, and @RepShimkus have better ideas ➡️ https://t.co/1ozFI7BuIi",House of Republican,26,Feb 2019,0.055,0.759,0.186,0.5859
224,Republican,"Dems released their so-called Green New Deal today. Among their plans as part of this socialist takeover:

✅ Upgrade or replace EVERY SINGLE building in the U.S.
✅ Eliminate air travel
✅ “Plant lots of trees”
✅ Put charging stations “everywhere” https://t.co/CKdpgo8ojb",House of Republican,42,Feb 2019,0.0,1.0,0.0,0.0
225,Republican,"Last night, @RepPeteStauber attended his first #SOTU. Tonight, we'll be cheering him on as his plays in his first congressional hockey game! https://t.co/YyMvXZw56K",House of Republican,23,Feb 2019,0.0,0.79,0.21,0.68
226,Republican,Talk about a sharp contrast: President Trump highlighted his positive vision for American greatness while #SocialistStacey pushed a radical liberal agenda. #SOTU,House of Republican,22,Feb 2019,0.0,0.763,0.237,0.6808
227,Republican,#SocialistStacey is exposing just how far left the Democratic Party has gone. They’re obsessed with taking power away from hard-working taxpayers and giving it to bureaucrats in Washington. #SOTU,House of Republican,29,Feb 2019,0.112,0.737,0.15,0.3182
228,Republican,"Why did the Democrats choose #SocialistStacey?

✅ Supports single-payer
✅ Opposed tax cuts
✅ Wants to allow illegal immigrants to vote

Guess it’s not much of a mystery... #SOTU",House of Republican,29,Feb 2019,0.186,0.673,0.141,-0.34
229,Republican,".@RepKevinHern had a head start on the GOP freshman class, but tonight marks his first #SOTU. https://t.co/MyvSyspM1u",House of Republican,17,Feb 2019,0.0,1.0,0.0,0.0
230,Republican,.@RepRussFulcher predicts the President will highlight the success of the GOP tax cuts at tonight’s #SOTU. https://t.co/4pM4Xb0Hm3,House of Republican,17,Feb 2019,0.099,0.628,0.274,0.5994
231,Republican,.@reptimmons is the newest GOP member from the Palmetto state --&gt; https://t.co/3gvoRNYlna,House of Republican,12,Feb 2019,0.0,1.0,0.0,0.0
232,Republican,".@RepMichaelGuest is attending his first #SOTU tonight, but he has yet to find a solid spot for sweet tea in D.C. Any suggestions? https://t.co/M8okuoQge6",House of Republican,24,Feb 2019,0.0,0.781,0.219,0.7096
233,Republican,Did you know @RepCarolMiller was the first female Majority Whip in the WV House of Delegates? She now represents #WV03 in Congress &amp; tonight is her first #SOTU,House of Republican,28,Feb 2019,0.0,1.0,0.0,0.0
234,Republican,.@RepRiggleman had a little help picking out his tie for his first #SOTU… https://t.co/DQgP6b8S0i,House of Republican,14,Feb 2019,0.0,0.833,0.167,0.3415
235,Republican,Did you know @RepJohnJoyce is doctor? He anticipates the President talking at tonight’s #SOTU about ways to lower healthcare costs. https://t.co/1zRbSnWHAb,House of Republican,21,Feb 2019,0.099,0.901,0.0,-0.296
236,Republican,.@RepAGonzalez on his first #SOTU guests  https://t.co/uWh2NMGEbD,House of Republican,7,Feb 2019,0.0,1.0,0.0,0.0
237,Republican,"A combat veteran, Iditarod racer, climber of Mount Everest, and now representative of Kansas’ Second Congressional District, @Rep_Watkins is attending his first #SOTU tonight -&gt; https://t.co/PNM8Czp1Ee",House of Republican,26,Feb 2019,0.091,0.909,0.0,-0.34
238,Republican,.@RepMichaelWaltz is bringing Senior Chief Jeff Graham of the @USCG as his guest to his very first #SOTU. Hear why below ⬇️ https://t.co/z4M3cXG5SM,House of Republican,23,Feb 2019,0.0,1.0,0.0,0.0
239,Republican,".@RepDustyJohnson questions his taste in music, but we don’t! 🎵🕺 https://t.co/qSV6cIQykD",House of Republican,11,Feb 2019,0.0,1.0,0.0,0.0
240,Republican,"Did you know @RepDustyJohnson is South Dakota’s sole House member?  Tonight, he’ll be listening for the President to discuss some of Congress’ bipartisan successes and the issues we can work on together moving forward. #SOTU https://t.co/50xJAV6Ebc",House of Republican,36,Feb 2019,0.0,0.907,0.093,0.5574
241,Republican,"As the newest member of his state’s delegation, we asked @RepBryanSteil to give us the scoop on his favorite colleague from the Badger State... https://t.co/t6DsZWjtGt",House of Republican,25,Feb 2019,0.0,0.833,0.167,0.5574
242,Republican,".@RepBryanSteil, a freshman member from Wisconsin, tells us what he hopes to hear at tonight’s #SOTU. https://t.co/s7s2lrGwf2",House of Republican,17,Feb 2019,0.0,0.843,0.157,0.4215
243,Republican,"As part of tonight's #SOTU, we'll be checking in with our freshmen members to hear their thoughts on this memorable first experience. https://t.co/AXxgyeLfOc",House of Republican,23,Feb 2019,0.0,1.0,0.0,0.0
244,Republican,Be sure to follow along as we send updates throughout the day on tonight's State of the Union. Watch live at 9 pm ET: https://t.co/dZ8DJS7ZKE https://t.co/kdg1VhxAfw,House of Republican,26,Feb 2019,0.0,0.913,0.087,0.3182
245,Republican,"""Indeed, the *whole* point of 'single payer' health care is to eliminate private insurance altogether..."" -@IBDinvestors editorial https://t.co/Ot5ZIAoB1r",House of Republican,18,Jan 2019,0.0,0.842,0.158,0.4939
246,Republican,.@RepDougCollins on H.R. 1: “The bill before us today throws a strong left hook at the Constitution and expects voters to take it on the chin.” https://t.co/ePKUZyyiWr,House of Republican,27,Jan 2019,0.0,0.883,0.117,0.5106
247,Republican,"On International Holocaust Remembrance Day we join with people around the world to commemorate the six million Jewish and millions of other victims of Nazism. Hatred, in any form, cannot be allowed to stand. #WeRemember #HolocaustMemorialDay https://t.co/SDGWOv4K2Q",House of Republican,37,Jan 2019,0.152,0.796,0.052,-0.6486
248,Republican,".@RepDanCrenshaw calls on Democrats to pay federal workers and stop using them as ""pawns."" https://t.co/HV1jIQ2Arx",House of Republican,15,Jan 2019,0.217,0.783,0.0,-0.3818
249,Republican,"Hey Dems, the American people are waiting... 🧭⏳ https://t.co/Nt5QvoJIoZ",House of Republican,9,Jan 2019,0.0,1.0,0.0,0.0
250,Republican,"Obama’s Homeland Security chief tells CNN ‘there is a lot to work with’ in Trump’s wall proposal. 

Maybe he should phone Nancy, who refuses to negotiate... https://t.co/n6xUx9GlrD",House of Republican,27,Jan 2019,0.0,0.912,0.088,0.34
251,Republican,"Democrats have no interest in providing relief to DACA recipients, securing the border, or even participating in negotiations. Their only objective is keeping their base happy by refusing to work with the administration, no matter the collateral damage. https://t.co/6DvG7W9fQV",House of Republican,39,Jan 2019,0.193,0.561,0.247,0.4404
252,Republican,"Border Patrol agent: ""Any"" CBP officer will “tell you that this is a crisis.” https://t.co/B8iHkNio3r",House of Republican,15,Jan 2019,0.0,1.0,0.0,0.0
253,Republican,"Still believe the Democrats who are downplaying the crisis on the southern border? CBS News is reporting on a new caravan of 1,800 individuals currently en route to the U.S. It's time to #SecureOurBorder. https://t.co/6yWYCGNrJT",House of Republican,35,Jan 2019,0.111,0.889,0.0,-0.6249
254,Republican,Today we honor the life and immeasurable legacy of Dr. Martin Luther King Jr. #MLKDay https://t.co/F3JNPvLFPg,House of Republican,16,Jan 2019,0.0,0.824,0.176,0.4939
255,Republican,Standing with pro-life supporters across the country in opposing abortion and fighting for every human life. https://t.co/MDpPaj4zUB,House of Republican,17,Jan 2019,0.123,0.735,0.142,0.1027
256,Republican,House GOP leaders call on Democrats to denounce Rep. Ilhan Omar's anti-Semitic rhetoric following her elevation to the House Foreign Affairs Committee. https://t.co/nSpYrdQBKf https://t.co/wInZDr4HLW,House of Republican,24,Jan 2019,0.094,0.906,0.0,-0.34
257,Republican,"Fun fact: If you were born before 2014, you’re old enough to remember when Democrats cared about securing the border. https://t.co/0xY0pQIohn",House of Republican,21,Jan 2019,0.0,0.682,0.318,0.8126
258,Republican,"Democrats of 2019, meet Democrats of 2014. You two have a lot to talk about... https://t.co/0xoO5Ux5uB",House of Republican,16,Jan 2019,0.0,1.0,0.0,0.0
259,Republican,"In 2013, every single Democrat in the Senate voted to build a 700-mile barrier on the southern border. It was never completed. What changed? @RepPaulMitchell says the politics &amp; unmitigated opposition to this President. https://t.co/IgTiVl4b1x",House of Republican,35,Jan 2019,0.043,0.957,0.0,-0.128
260,Republican,The government has failed to address the growing crisis at the border for over a decade. The time for action is NOW. @RepBlaine explains why in the op-ed below ⬇️ https://t.co/uAu4Ta2oBf,House of Republican,31,Jan 2019,0.205,0.748,0.047,-0.7717
261,Republican,*Important read from @RepHuizenga on why Democrats need to come to the negotiating table so we can secure our border* https://t.co/RKJdVPnMpF,House of Republican,21,Jan 2019,0.0,0.882,0.118,0.3947
262,Republican,".@RepRalphNorman is right: The U.S. is a generous nation, but we have a right to know who is entering our country. That begins by asserting control over our own border. https://t.co/hT51eJS6ZA",House of Republican,31,Jan 2019,0.0,0.929,0.071,0.2846
263,Republican,"After another week of refusing to negotiate to secure the border, House Democrats are headed home.

Nothing is more important to them than telling this President ""no,"" even if it means ignoring a humanitarian &amp; national security crisis.

https://t.co/EpHHt0u14R",House of Republican,39,Jan 2019,0.235,0.665,0.1,-0.7586
264,Republican,"This AM, @LeaderHoyer called the border wall a ""waste of money.""

As he said that, an MS-13 gang member in the country illegally sat in custody in Maryland for trafficking a 14 year-old girl. #SecureTheBorder https://t.co/CwJLEnRUJ3",House of Republican,36,Jan 2019,0.078,0.922,0.0,-0.4215
265,Republican,"Ronald Da Silva was talking to a friend in his driveway when he was fatally shot by an illegal immigrant in 2002. The gunman is eligible for release from prison next year. He shouldn’t have been in the country in the first place. #SecureTheBorder

https://t.co/5jFLK0tl26",House of Republican,45,Jan 2019,0.204,0.737,0.059,-0.836
266,Republican,"We can’t wait to meet you, little Major! 👶🇺🇸 https://t.co/g6QyyXIemV",House of Republican,10,Jan 2019,0.0,1.0,0.0,0.0
267,Republican,"They were driving home from DisneyLand with their 6-year-old son when their car was struck by a drunk driver. Their son, Lennox, now suffers permanent brain damage.

The perpetrator? An illegal immigrant who’d been deported 15 times. #SecureTheBorder

https://t.co/IWjXXTTn7n",House of Republican,39,Jan 2019,0.354,0.646,0.0,-0.9477
268,Republican,"House Democrats: We’re not going to negotiate on border security.

Also House Democrats: End the shutdown!",House of Republican,16,Jan 2019,0.0,0.848,0.152,0.4003
269,Republican,This is Nancy Pelosi and Chuck Schumer’s shutdown. They are keeping gov’t closed and playing political games to hold up critical border security legislation.,House of Republican,24,Jan 2019,0.084,0.764,0.153,0.2263
270,Republican,"Chuck Schumer previously said “illegal immigration is wrong, plain and simple,” and specifically noted the need for 630 miles of border fence to “create a significant barrier to illegal immigration on our southern land border.”

What changed, @senschumer?

https://t.co/uYeuqfPOyB",House of Republican,39,Jan 2019,0.186,0.773,0.041,-0.7506
271,Republican,"Nancy Pelosi called border walls “immoral.” How many other members of her caucus think it’s immoral to protect our nation from drugs, gang members, and criminals?",House of Republican,26,Jan 2019,0.207,0.712,0.08,-0.6249
272,Republican,Preview: A hypocritical and extreme response https://t.co/mmtHGSqHzX,House of Republican,7,Jan 2019,0.375,0.625,0.0,-0.4588
273,Republican,"⚡️ Important look at what's happening at our southern border via @JudiciaryGOP.

https://t.co/0aSfjPmUmp",House of Republican,13,Jan 2019,0.0,0.87,0.13,0.2023
274,Republican,"WSJ editorial this a.m. exposes the truth behind the Dems so-called ""anti-corruption"" bill. Turns out, it's 100% politically motivated and meant to undermine the left's political opponents. https://t.co/kFE2yiPlGC",House of Republican,28,Jan 2019,0.112,0.727,0.161,0.3818
275,Republican,Watch: @MacTXPress slams House Democrats for playing politics with border security and also talks about the importance of a strong U.S. foreign policy during an interview this morning with @MariaBartiromo on @SundayFutures https://t.co/3p3PX3oL4i,House of Republican,33,Jan 2019,0.0,0.737,0.263,0.8402
276,Republican,So much for the party of “civility.” https://t.co/e3T1gBlUgD,House of Republican,8,Jan 2019,0.0,0.722,0.278,0.4019
277,Republican,"We’re proud to welcome an incredible group of Republicans to the House GOP Conference. Together, we’ll continue fighting for American people and hold Democrats accountable for their reckless liberal agenda.",House of Republican,30,Jan 2019,0.139,0.697,0.164,0.2263
278,Republican,"From the People’s House to your house, we wish you a very #MerryChristmas! https://t.co/FdcYZ6uCkt",House of Republican,14,Dec 2018,0.0,0.8,0.2,0.4574
279,Republican,"Thank you for your leadership to deliver a fair and simple tax code to everyday Americans, @SpeakerRyan. https://t.co/adfcTfCP8K",House of Republican,18,Dec 2018,0.0,0.758,0.242,0.5859
280,Republican,"No matter the time that’s passed since that fateful day in December, we must always reflect on and honor the stories of those who answered the call to action. Our nation is safer and more prosperous because of their immense sacrifice and bravery. #PearlHarbor77 https://t.co/X4FNFxZpM1",House of Republican,45,Dec 2018,0.04,0.71,0.249,0.8883
281,Republican,"Public service is a noble calling, and we are forever grateful that President George H.W. Bush answered. #Remembering41 https://t.co/2DujwerQgA",House of Republican,19,Dec 2018,0.0,0.727,0.273,0.7184
282,Republican,A fitting tribute for a dedicated statesman who has forever inspired this great nation. #Remembering41 #Bush41 https://t.co/9V70fGiJSL,House of Republican,17,Dec 2018,0.0,0.52,0.48,0.9017
283,Republican,"What brings comfort to all is knowing that President George H.W. Bush has been reunited with his wife and daughter. #Remembering41 #Bush41
https://t.co/Fcz3FqJOiq",House of Republican,23,Dec 2018,0.0,0.898,0.102,0.3612
284,Republican,"A few months after our nation said goodbye to our beloved First Lady Barbara Bush, this country mourns for President George H.W. Bush. He loved America, but more importantly, he loved his family. #Remembering41 #Bush41 https://t.co/ygv1OArl6L",House of Republican,36,Dec 2018,0.048,0.659,0.293,0.903
285,Republican,"Don’t miss this from @AP → “Consumers boosted their spending in October at the fastest pace in seven months, while their incomes rose by the largest amount in nine months — both good signs for future economic growth.”
https://t.co/RlG6CIhYGs",House of Republican,39,Nov 2018,0.039,0.829,0.132,0.5859
286,Republican,".@Business: U.S. Economy Grew at Unrevised 3.5% Pace in Third Quarter.
https://t.co/XY6judsFDo",House of Republican,12,Nov 2018,0.0,1.0,0.0,0.0
287,Republican,".@RepTrey: Across Indiana, small businesses like these make up who we are. They give us success stories that fill us with pride when telling friends about shops and businesses from back home.
https://t.co/m81vmfYwhO",House of Republican,33,Nov 2018,0.0,0.713,0.287,0.8934
288,Republican,".@WSJ: U.S. Industrial Production Edged Up in October.
https://t.co/idZgh5gygS",House of Republican,9,Nov 2018,0.0,1.0,0.0,0.0
289,Republican,"From our family to yours, #HappyThanksgiving! We hope you spend the day with those you love, remembering the blessings for which you are thankful. https://t.co/5mlaCG96Y1",House of Republican,25,Nov 2018,0.0,0.59,0.41,0.9392
290,Republican,Today we recognize the many gifted men and women who are leading their communities as #entrepreneurs. Thank you for how you support job creation in this country. https://t.co/NsFOMTucyU,House of Republican,28,Nov 2018,0.0,0.774,0.226,0.743
291,Republican,"When someone joins the military, their entire family commits to a life of service to our nation. This month, and always, we celebrate our veterans and military families. #VeteransandMilitaryFamiliesMonth 🇺🇸",House of Republican,30,Nov 2018,0.0,0.849,0.151,0.5859
292,Republican,".@WSJ: Small-Business Confidence Stays at Near-Record High.
https://t.co/I54pk5ARBS",House of Republican,8,Nov 2018,0.0,0.68,0.32,0.5106
293,Republican,".@DCExaminer: Boom: Record high business optimism, need for employees at 45-year high. 
https://t.co/QJM0U6dS0T",House of Republican,13,Nov 2018,0.0,0.774,0.226,0.5423
294,Republican,".@CNBC: There are more than 7 million job openings, near a record high and way more than people unemployed.
https://t.co/Gr3qKQmHZp",House of Republican,20,Nov 2018,0.0,1.0,0.0,0.0
295,Republican,There are no unwanted children. Just unfound families. #NationalAdoptionMonth https://t.co/rz0Beg19Bq,House of Republican,10,Nov 2018,0.339,0.661,0.0,-0.4767
296,Republican,".@CathyMcMorris: Our veterans have met every mission we’ve asked of them. They are our heroes, and deserve a hero’s treatment when the tours end and they return home. #VeteransDay
https://t.co/JFIFmaOlP9",House of Republican,30,Nov 2018,0.0,0.895,0.105,0.5106
297,Republican,"Today, and every day, we honor all those who’ve answered the call to serve this great nation. #VeteransDay https://t.co/GExMuDcxQj",House of Republican,19,Nov 2018,0.0,0.678,0.322,0.8432
298,Republican,"Happy birthday to the @USMC! On behalf of a grateful nation, thank you for your immense service and sacrifice to protect our freedoms. #MarineCorpsBirthday https://t.co/uoRj5M7W23",House of Republican,25,Nov 2018,0.0,0.571,0.429,0.923
299,Republican,"Under our leadership, we’ve delivered:
✓ Historic tax cuts that are saving you and your family money
✓ The lowest unemployment rate since 1969 thanks to our pro-growth policies
✓ Bigger paychecks to 90% of Americans 
→ making everyday Americans #BetterOffNow https://t.co/PMj7pUXH0h",House of Republican,42,Nov 2018,0.173,0.762,0.065,-0.5859
300,Republican,"Democrats have pledged to take away your tax cut if given the opportunity. Here’s the problem with that logic:
https://t.co/sVSAdri4kK",House of Republican,20,Nov 2018,0.195,0.691,0.114,-0.25
301,Republican,"Don’t miss this → 11 ways House Republicans have delivered on YOUR priorities. #BetterOffNow
https://t.co/YoRNIFo2kL",House of Republican,15,Nov 2018,0.11,0.89,0.0,-0.1531
302,Republican,"As much as the naysayers try, you can’t ignore our record of results that we’ve gotten for this country. Everyday Americans are #BetterOffNow. https://t.co/yIJlPvKqd7",House of Republican,24,Nov 2018,0.098,0.902,0.0,-0.3612
303,Republican,There is quite a lot at stake and the policies Democrats believe are #forthepeople will only move this country backward to the days of 9.9% unemployment and crushing regulations. https://t.co/lABITzKTkr,House of Republican,30,Nov 2018,0.167,0.833,0.0,-0.6597
304,Republican,"We believe that everyday Americans know better than the federal government how to live their lives, run their businesses, and raise their families. The Democrats? Well, the vast majority did vote NO on all of these regulatory rollbacks… #WhatsAtStake
https://t.co/qHWUAC20K7",House of Republican,40,Nov 2018,0.065,0.823,0.111,0.2656
305,Republican,"#WhatsAtStake? → The protection for community banks and credit unions from regulations that were never meant to be applied to them in the first place.
https://t.co/mHocAR4I3H",House of Republican,26,Nov 2018,0.0,0.902,0.098,0.3818
306,Republican,"Democrats voted against creating Opportunity Zones in the #TaxCutsandJobsAct. Opportunity Zones provide tax incentives to invest in low-income communities– nearly 35 million Americans who live in these communities could see benefits. #WhatsAtStake
https://t.co/Mm1ftQPXdT",House of Republican,33,Nov 2018,0.0,0.688,0.312,0.8934
307,Republican,"Democrats voted against creating Opportunity Zones in the #TaxCutsandJobsAct. Opportunity Zones provide tax incentives to invest in low-income communities– nearly 35 million Americans who live in these communities could see benefits. #WhatsAtStake
https://t.co/Mm1ftQPXdT",House of Republican,33,Nov 2018,0.0,0.688,0.312,0.8934
308,Republican,"While everyday Americans feel that now is a great time to find a job, Democrats scoff at these numbers. They miss the good ol’ days of 9 percent unemployment and stagnant growth. #WhatsAtStake
https://t.co/81fM2rcHqU",House of Republican,34,Nov 2018,0.112,0.648,0.239,0.7269
309,Republican,"#WhatsAtStake? →The bigger paycheck you received as a result of our pro-growth policies.
https://t.co/awSC987KZ1",House of Republican,14,Nov 2018,0.0,1.0,0.0,0.0
310,Republican,"While Republicans work to make #taxreform permanent, Democrats who claim to be #ForThePeople are promising to take all this relief away from them. 
https://t.co/PIiCaAlYFo",House of Republican,24,Nov 2018,0.0,0.777,0.223,0.745
311,Republican,".@DailySignal: Here’s How the Tax Cuts Are Helping Americans in Every State. #BetterOffNow
https://t.co/Uw7Ys7ccVl",House of Republican,14,Nov 2018,0.134,0.732,0.134,0.0
312,Republican,"We made a promise to Americans to tackle the biggest challenges facing this country. Whether that be the burdensome tax code, keeping the country safe, or creating jobs, we’ve delivered on all fronts. Because of our policy agenda, America is #BetterOffNow. https://t.co/tkVecw4ItX",House of Republican,42,Nov 2018,0.059,0.758,0.183,0.5994
313,Republican,"Have you heard? Thanks to #taxcuts, Americans in all 50 states are seeing their utility bills lowered. This is a gamechanger for families who’ve been looking for a chance to save more for their future. #BetterOffNow https://t.co/fr0h5I61sm",House of Republican,37,Nov 2018,0.037,0.764,0.2,0.765
314,Republican,".@TaxReformer: Raising the corporate rate will harm the economy, slow job creation, and reduce wage growth. Following #taxreform, the U.S. has been named the most competitive economy in the world, according to the World Economic Forum.
https://t.co/bqzZzozMpI",House of Republican,37,Nov 2018,0.081,0.764,0.155,0.2944
315,Republican,"Whether it’s strengthening our military, rebuilding our economy, or keeping our communities safe, we’ve delivered on our promises to the American people and we have the numbers to prove it → https://t.co/vc3AaLlvvN",House of Republican,32,Nov 2018,0.0,0.763,0.237,0.8271
316,Republican,"What would repealing the #taxcuts mean for manufacturers? “A repeal of every single provision that has allowed manufacturers to hire more workers, open new facilities, and offer their employees increased benefits,” @DCExaminer. No one should want this.
https://t.co/l5g4bmPaRn",House of Republican,38,Nov 2018,0.054,0.862,0.084,0.0516
317,Republican,"Slow growth is no longer the new normal in this country. We’ve delivered a Better Way to the American people, making them #BetterOffNow. https://t.co/FEQth8LeVl",House of Republican,24,Nov 2018,0.079,0.722,0.199,0.5106
318,Republican,"By holding our foes accountable and strengthening our military, Republicans are ensuring the United States continues to lead well into the 21st century and we’re #BetterOffNow for it.
https://t.co/GG3MZXFCia",House of Republican,29,Nov 2018,0.081,0.645,0.274,0.7351
319,Republican,"Our economy is thriving and thanks to our bold policy agenda, everyday Americans are #BetterOffNow. 
https://t.co/YPQX95FZv6",House of Republican,16,Nov 2018,0.0,0.718,0.282,0.6705
