,Political Affiliation,tweet,Politician,Word Count,created_time,negative,neutral,positive,polarity
0,Republican,"""It is past time for Pelosi to allow the USMCA to move forward in Congress. Each day the Speaker waits to act, America is missing out on innovation, opportunity and increased job growth.""

Read more from @RepRonEstes ↓ https://t.co/iuntztWWEQ",House of Republican,39,Jun 2019,0.049,0.74,0.211,0.7351
1,Republican,.@HouseDemocrats rejected efforts → 81 times ← to take up the bipartisan bill that provides humanitarian aid and critical resources to address the crisis at our border. https://t.co/MWQLzu7K3z,House of Republican,28,Jun 2019,0.297,0.703,0.0,-0.8658
2,Republican,"Today @SpeakerPelosi is choosing to play politics instead of addressing the dire and growing crisis at our border. 

Yesterday, the Senate passed a bipartisan bill to address this crisis 84-8, but @HouseDemocrats refuse to let us vote on it. https://t.co/iwtGYBWjB7",House of Republican,40,Jun 2019,0.215,0.718,0.066,-0.7814
3,Republican,Good luck to all of the @HouseGOP and @SenateGOP players at tonight's Congressional Baseball Game as they take on the Democrats! Let's play ball! #CBG2019 ⚾ https://t.co/Swn4DgdkyV,House of Republican,27,Jun 2019,0.0,0.721,0.279,0.8353
4,Republican,".@HomelandGOP's @RepMikeRogersAL on the border crisis → ""This is an enormous and growing humanitarian crisis at the border... Unfortunately, the bill that the Dems are now bringing to the floor is full of political poison pills. They don't want this situation solved apparently."" https://t.co/HQcTj1rr1w",House of Republican,44,Jun 2019,0.278,0.653,0.069,-0.9104
5,Republican,"One thing is abundantly clear: we have a humanitarian and national security on our southern border. 

It's been 56 days since @realDonaldTrump requested emergency funding to address this crisis. It's past time for Speaker Pelosi to quit playing political games and #EndTheCrisis. https://t.co/OtZfPYyuz3",House of Republican,43,Jun 2019,0.146,0.722,0.133,-0.397
6,Republican,"We've reached a breaking point at the humanitarian and national security crisis on our southern border, but @HouseDemocrats refuse to act. 

Dems have blocked funding 17 TIMES for humanitarian aid at the border. It's time to quit playing games and #EndTheCrisis. https://t.co/ZEt7aioe7B",House of Republican,42,Jun 2019,0.166,0.728,0.106,-0.5994
7,Republican,"17 TIMES @HouseDemocrats have blocked humanitarian border crisis funding. 

That is unacceptable https://t.co/nxVcuETxFu https://t.co/gyDckL5apU",House of Republican,14,Jun 2019,0.455,0.545,0.0,-0.8481
8,Republican,"⚡️ House Republicans to @SpeakerPelosi: Quit Playing Games and Bring the #USMCA to House Floor  
https://t.co/aU0b4Fkx22",House of Republican,16,Jun 2019,0.0,0.893,0.107,0.2023
9,Republican,"Mexico just ratified the #USMCA trade agreement. Delaying USMCA means fewer economic benefits to hard working Americans. 

When will @SpeakerPelosi put politics aside and do what is best for America’s workers, farmers, and families? https://t.co/HH8ojI99A2",House of Republican,35,Jun 2019,0.033,0.698,0.27,0.8807
10,Republican,Tune in ⬇️ https://t.co/YMijI3ZFMz,House of Republican,4,Jun 2019,0.0,1.0,0.0,0.0
11,Republican,"NEW → Republicans have a better sense on what Medicare-For-All would look like than Dems. 

Rs know it would:  
- Force millions off their insurance
- Increase taxes
- Limit options 

Dems don't grasp the consequences of their one-size-fits-all takeover. https://t.co/0DS5ew6qD4",House of Republican,41,Jun 2019,0.0,0.811,0.189,0.7717
12,Republican,"First, @HouseDemocrats politicized the #NDAA and attempted to undercut our national defense. Now their leaders are lying about it to attack Republicans. 

The safety of our nation should be above petty politics. https://t.co/0LiGdzfMUn",House of Republican,33,Jun 2019,0.204,0.69,0.106,-0.6124
13,Republican,"""President Trump has already fostered an economic resurgence through his pro-growth policies, and the USMCA will further that progress. It is now up to Congress to approve this historic deal."" A must read by @GReschenthaler on the need to pass #USMCA now: https://t.co/94NIuACvHF",House of Republican,43,Jun 2019,0.0,0.936,0.064,0.4215
14,Republican,Happy Father’s Day! https://t.co/0CRRCVTOVo,House of Republican,4,Jun 2019,0.0,0.429,0.571,0.6114
15,Republican,"Today we celebrate #FlagDay and honor Old Glory, our nation’s symbol of freedom, liberty, and unity. As we proudly fly the flag, may we remember the history and service of the brave men and women who steadfastly defend those values. https://t.co/onSCxihoKG",House of Republican,41,Jun 2019,0.0,0.544,0.456,0.9812
16,Republican,Today we celebrate 244 years of the United States Army protecting our nation and defending our freedom. We salute the courage and bravery of our nation’s soldiers today and every day. Thank you to all who serve and have served. https://t.co/e8jSAjJgvT,House of Republican,41,Jun 2019,0.0,0.641,0.359,0.9618
17,Republican,"""Ratifying the USMCA would give Washington farmers desperately needed relief"" &amp; ""it would give our producers a sense of certainty that is severely lacking right now when it comes to international trade."" 

@RepNewhouse calls on House Dems to pass #USMCA ➡️ https://t.co/3AGiKejrVK",House of Republican,42,Jun 2019,0.117,0.776,0.107,-0.128
18,Republican,"Happy Birthday to America’s 45th President, @realDonaldTrump 🎉 https://t.co/LVNUlKKWq7",House of Republican,9,Jun 2019,0.0,0.654,0.346,0.5719
19,Republican,"Bottom line from #FY20NDAA markup taking place today: @HASCDemocrats’ proposed topline is arbitrary and, according to top defense officials, insufficient for rebuilding our military. We should not shortchange our defense.",House of Republican,30,Jun 2019,0.0,0.849,0.151,0.4215
20,Republican,"How badly would Democrats’ one-size-fits-all government takeover of the entire health care industry impact the American people? 

See an important thread from @RepKevinBrady for more ⬇️: https://t.co/n2GHLJl6db",House of Republican,27,Jun 2019,0.097,0.748,0.156,0.2263
21,Republican,"In yesterday's @RulesReps hearing, @RodneyDavis called on Democrats to stop playing political games w/ pre-existing conditions &amp; allow his amendment to get a vote on the House floor, but Democrats voted down his proposal: https://t.co/HVPKGFgRt2 https://t.co/9za87jIEyJ",House of Republican,36,Jun 2019,0.044,0.878,0.078,0.0644
22,Republican,"For a THIRD time, @HouseDemocrats opted to sit on their hands, instead of providing critical humanitarian aid to address the crisis taking place along the border. 

They are not serious about solving this problem. https://t.co/LNs9nqkcTh",House of Republican,35,Jun 2019,0.277,0.694,0.029,-0.8844
23,Republican,"USMCA is a victory for America's food &amp; ag industry. That's why nearly 1,000 affiliated groups are calling for its swift approval.

@SpeakerPelosi, it's time to do the right thing for the country, &amp; bring this pro-America trade deal to the floor for a vote https://t.co/UPBGnhmvPJ",House of Republican,46,Jun 2019,0.0,0.896,0.104,0.5994
24,Republican,Tune in ⬇️ https://t.co/EKAlHF0qXQ,House of Republican,4,Jun 2019,0.0,1.0,0.0,0.0
25,Republican,"Today @HouseBudgetDems are putting their socialist energy agenda on full display by holding a hearing on their costly #GreenNewDeal. Their $93 Trillion plan would:
- Upend the entire U.S. economy
- Eliminate countless jobs
- Cost $600,000 per family across the country https://t.co/3ltxMY8GxW",House of Republican,43,Jun 2019,0.035,0.914,0.052,0.1779
26,Republican,"MUST WATCH from @RepMichaelWaltz ⬇️

#DDay75 https://t.co/sSBsrAtre4",House of Republican,7,Jun 2019,0.0,1.0,0.0,0.0
27,Republican,"Happy Birthday to a former House Republican Conference Chair and our nation’s Vice President, Mike Pence! https://t.co/Xokkp2XdSV",House of Republican,17,Jun 2019,0.0,0.79,0.21,0.6114
28,Republican,"75 years ago, thousands of Allied troops landed on the beaches of Normandy to fight for a free world and end Nazi tyranny. May we never forget the service and sacrifice of the 'Greatest Generation' that changed the course of history and gave us the freedom we enjoy today. #DDay https://t.co/nzj6nsOPmG",House of Republican,51,Jun 2019,0.041,0.697,0.262,0.9321
29,Republican,"📺 WATCH: All across America, House Republicans are hard at work listening to their constituents, giving updates on our progress in Washington, and volunteering in their communities ↓ https://t.co/TzF1UKF4QM",House of Republican,29,Jun 2019,0.046,0.784,0.17,0.5859
30,Republican,"Just now, @HouseDemocrats opted to move forward with their mass amnesty bill that would only exacerbate current immigration crisis, instead of actually debating legislation that would provide critical humanitarian aid. They are not serious about solving this problem. https://t.co/Vd8WwVBC20",House of Republican,39,Jun 2019,0.247,0.727,0.026,-0.8844
31,Republican,We pause today to remember what happened 30 years ago at Tiananmen Square. America will always stand with people seeking the fundamental human rights of freedom and opportunity. #Tiananmen30 https://t.co/YHPYXEkIHM,House of Republican,30,Jun 2019,0.0,0.8,0.2,0.7906
32,Republican,"Must watch video of combat veterans @RepJimBaird, @RepBrianMast, and @RepDanCrenshaw discussing their service to our country from the battlefield to the halls of Congress ⬇ https://t.co/BU2PJSRzAa",House of Republican,26,Jun 2019,0.179,0.821,0.0,-0.6124
33,Republican,".@repchrisstewart on #MedicareForAll: “It means every American taxpayer &amp; every American business has their taxes doubled, &amp; it still doesn’t quite pay for it…It takes away their private insurance, it takes away the options they now have &amp; it compels them onto a govt program.” https://t.co/O4QuKTZnai",House of Republican,46,May 2019,0.037,0.963,0.0,-0.1761
34,Republican,"“Special Counsel Mueller said today that his report speaks for itself, and confirmed what we already knew: there was no collusion and the Justice Department found there was no obstruction.”

Read Conference Chair @RepLizCheney’s full statement: https://t.co/rfI5f3A1pO https://t.co/4s075hGEss",House of Republican,38,May 2019,0.103,0.818,0.079,0.0
35,Republican,This #MemorialDay we honor and remember the men and women in uniform who laid down their lives for our country and freedoms. We are forever grateful for their sacrifices. https://t.co/ScnzTnTx4j,House of Republican,30,May 2019,0.0,0.763,0.237,0.8126
36,Republican,"Conference Chair @RepLizCheney calls out @SpeakerPelosi for losing control and highlights politicization of FBI in investigation against @POTUS. 

Watch clip from @ThisWeekABC ⬇️ https://t.co/pLHwGW0ugz: https://t.co/mf1LOXiiTQ",House of Republican,25,May 2019,0.098,0.902,0.0,-0.3818
37,Republican,"50 times.

House Dems have blocked GOP efforts to pass the #BornAliveBill. @RepAnnWagner's legislation would give life-saving medical care to babies who survive an abortion. Why do Dems object to protecting children from infanticide? https://t.co/qbY16VLSNr",House of Republican,35,May 2019,0.055,0.862,0.084,0.2732
38,Republican,There have now been 50 times that @HouseDemocrats have refused to take up legislation that would end infanticide. Republicans won't stop fighting until every baby born is protected. https://t.co/P92No3PcTX,House of Republican,29,May 2019,0.065,0.733,0.202,0.5716
39,Republican,"Today, @HouseDemocrats have a chance to stand against the BDS movement. Will they support Israel or continue to enable anti-Semitism in their caucus? https://t.co/QHLd3G2uuv",House of Republican,24,May 2019,0.0,0.817,0.183,0.5719
40,Republican,House Democrats are set to make impeachment their entire agenda. They should stop the partisan political games and get to work for the American people. https://t.co/GK2pDgcmtU,House of Republican,26,May 2019,0.081,0.919,0.0,-0.296
41,Republican,"Under Canada's single payer health care system, the median time for a patient with cancer to start treatment is nearly a month. 
 
@RepJasonSmith challenges Dems pursuing a similar system: ""Imagine being diagnosed with cancer, having to wait 4 full weeks before getting treated."" https://t.co/Xt5PXrWiN6",House of Republican,44,May 2019,0.178,0.73,0.091,-0.743
42,Republican,".@RepDanCrenshaw sums it up: Medicare for All gets Americans “less providers, less innovation, longer wait times, and overall less quality.” https://t.co/28EvvHQVzH",House of Republican,21,May 2019,0.0,0.897,0.103,0.3197
43,Republican,"Dems are once again trying to force Americans to conform to a one-size-fits-all plan that takes away their ability to make health care decisions for their family. Their $32 Trillion proposal would:
- Force millions off their insurance
- Increase costs
- Limit health care options https://t.co/kSsrTxnXOP",House of Republican,47,May 2019,0.0,0.78,0.22,0.875
44,Republican,In today's House Budget Committee hearing @USCBO Deputy Director confirms that patient wait times will increase under the Democrats' single-payer health care ⤵ https://t.co/3MiXwDqqi4,House of Republican,24,May 2019,0.0,0.792,0.208,0.6705
45,Republican,"During today’s @housebudgetGOP hearing, Democrats want to impose their socialist government takeover of the healthcare system. It has some serious side effects: https://t.co/3PSc1plTlu",House of Republican,23,May 2019,0.141,0.806,0.052,-0.296
46,Republican,Today House Democrats are holding yet another hearing on their one-size-fits-all government takeover of healthcare. The $32+ trillion price tag would decrease quality of care while increasing taxes on hard-working families across America. #MedicareForAll https://t.co/gP5H81CFfE,House of Republican,35,May 2019,0.0,0.914,0.086,0.4939
47,Republican,"""Single-payer. Government-run. Government takeover. One-size-fits-all. Socialist. Each is an accurate description of Democrats’ preferred health-care scheme, proposed in the mislabeled 'Medicare-for-All' Act."" More from @SteveScalise and @repgregwalden ⬇️ https://t.co/ynGCU0E90S",House of Republican,29,May 2019,0.0,1.0,0.0,0.0
48,Republican,Must watch clip of @RepPaulMitchell discussing the importance of allowing families to save money for their child’s education costs at last night’s @RulesReps hearing ⬇️ https://t.co/zf6dHtfb8T,House of Republican,26,May 2019,0.0,0.808,0.192,0.6908
49,Republican,.@RepJasonSmith urges @SpeakerPelosi to bring the anti-BDS bill to a vote: “Standing up for Israel and its right to exist has widespread support among members of both parties and the President... Our allies in Israel deserve more than just empty talk about supporting their cause”,House of Republican,45,May 2019,0.041,0.794,0.165,0.738
50,Republican,"Today we celebrate the centennial of the 19th Amendment’s passage in the U.S. House of Representatives, which guaranteed women the right to vote. 100 years later, we honor and celebrate the courage of those who fought to give women a voice in our democracy. #WomensVote100 https://t.co/NtxlwiYaq9",House of Republican,46,May 2019,0.041,0.713,0.246,0.91
51,Republican,".@VirginiaFoxx, @RepDLesko, @RepHartzler, and @RepAnnWagner on the House of Representatives passing the 19th Amendment 100 years ago →",House of Republican,18,May 2019,0.0,1.0,0.0,0.0
52,Republican,Former police officer @RepPeteStauber delivers powerful remarks honoring law enforcement during #NationalPoliceWeek https://t.co/iUiiMFaktw,House of Republican,13,May 2019,0.0,0.643,0.357,0.7269
53,Republican,"Even Democrats are upset with their leadership for opting to scuttle bipartisan legislation that would have lowered prescription drug costs, just so they could play politics on this issue #ForThePolitics
https://t.co/eTE15KIaRB",House of Republican,31,May 2019,0.118,0.805,0.077,-0.1119
54,Republican,Speaker Pelosi and @HouseDemocrats could have worked with Republicans to pass bipartisan legislation that would lower the cost of prescription drugs. They’d rather play politics w/ health care instead instead. #ForThePolitics https://t.co/opzienMaqW,House of Republican,32,May 2019,0.06,0.788,0.152,0.5267
55,Republican,"Today, House Democrats brazenly turned a bipartisan bill to lower drug prices into a partisan ploy. This measure was about scoring political points, instead of easing the burden on the American people. #ForThePolitics
https://t.co/opzienMaqW",House of Republican,34,May 2019,0.141,0.803,0.055,-0.4767
56,Republican,"""We need to send a stronger statement as a body that we stand against all this anti-Semitism. Israel is our strongest ally in the Middle East."" - @RepLeeZeldin on @AmericaNewsroom this AM https://t.co/lJUsSs7G2h",House of Republican,33,May 2019,0.0,0.836,0.164,0.6705
57,Republican,"This #NationalPoliceWeek, we are proud to honor our brave men and women of law enforcement who put their lives on the line every day to keep our families and communities safe. https://t.co/NXdIUPB3lr",House of Republican,32,May 2019,0.0,0.69,0.31,0.9118
58,Republican,“Political leaders on both sides of the aisle have a responsibility to confront this ugliness head-on… The Senate stands against the toxic BDS movement. The House must do the same.” - @senatemajldr and @gopleader https://t.co/xEOBqI7yWG,House of Republican,35,May 2019,0.164,0.836,0.0,-0.7248
59,Republican,"This bill passed the Senate with 77 votes on a widespread bipartisan basis, yet Nancy Pelosi still refuses to bring this common-sense bill to the floor. 

It’s time for Democrats to do the right thing and stand against the toxic BDS movement. https://t.co/0a3u6Q3mtr",House of Republican,43,May 2019,0.0,1.0,0.0,0.0
60,Republican,"“Do what’s right. Stand with us. And together we can fight back BDS, we can find back anti-Israel hate, and we can fight back anti-Semitism in the halls of Congress, on college campuses, and all over American politics.” - @RepLeeZeldin https://t.co/I920Igq5BZ",House of Republican,41,May 2019,0.194,0.806,0.0,-0.836
61,Republican,📺 Must-watch video from @JudiciaryGOP explaining the how loopholes in our current immigration policy put children in danger and overwhelm the system. House Dems need to quit playing politics and put an end the humanitarian and national security crisis on our southern border. https://t.co/zDruCkgAIc,House of Republican,44,May 2019,0.179,0.739,0.082,-0.7184
62,Republican,"Today House Dems have a choice:

🔘 Sign the anti-BDS discharge petition and show they support one of America’s strongest and most steadfast allies

🔘 Sit silently and refuse to sign on, allowing the anti-Semitism to continue growing in their ranks",House of Republican,41,May 2019,0.049,0.737,0.214,0.7501
63,Republican,TUNE IN → House Republicans to sign anti-BDS discharge petition to bypass Nancy Pelosi and #StandWithIsrael 🇮🇱https://t.co/uskjC3O4tk https://t.co/sDMMN3li1X,House of Republican,18,May 2019,0.0,1.0,0.0,0.0
64,Republican,"A must read joint op-ed from @GOPLeader &amp; @senatemajldr: ""The House must stand against the toxic BDS movement” https://t.co/Et17tg4KXS",House of Republican,19,May 2019,0.0,1.0,0.0,0.0
65,Republican,"One year ago today, the United States embassy opened in Jerusalem, the rightful capital of Israel. Join us in celebrating this landmark move thanks to President Trump's leadership! https://t.co/ysjHyHhVOf",House of Republican,29,May 2019,0.0,0.644,0.356,0.9056
66,Republican,"Trump’s pro-growth, GOP policies are doing the exact opposite of what Democrats warned:
✅ The unemployment rate fell to 3.6 percent last month, the lowest rate since 1969
✅ The economy added 263,000 jobs in April, beating expectations
✅ Wages are rising
https://t.co/O6Lmh3rRZ1",House of Republican,43,May 2019,0.227,0.773,0.0,-0.8625
67,Republican,".@HerreraBeutler calls out Dems on Born Alive Protections  ➡️ “To hide behind the idea that this is somehow overturning the law of the land. You can say that, but that’s not the truth… This is a reasonable solution that a majority of Americans, pro-choice or not, agree with.” https://t.co/ImewUKm1IR",House of Republican,49,May 2019,0.078,0.831,0.092,0.1864
68,Republican,"This National #SmallBusinessWeek we’re celebrating the 30 million innovative, job-creating small business owners across the nation. Republican pro-growth policies like tax cuts and cutting red tape have made it easier for small businesses to thrive. https://t.co/6DmkOKjpQt",House of Republican,36,May 2019,0.081,0.658,0.261,0.8481
69,Republican,"WATCH: Today @RepTomGraves brought forward an amendment during @AppropsDems hearing that would have condemned the BDS movement, which seeks to delegitimize Israel.

Not a single Democrat voted for it.

Their party continues to enable anti-Semitism. https://t.co/p53p0HBCEO",House of Republican,36,May 2019,0.075,0.855,0.07,-0.0516
70,Republican,"D's bill on the floor today has nothing to do w/ pre-existing conditions. 

But it will prevent states from reducing the price of health care. Look at how costs have decreased for states who have taken advantage of the current waivers #ForThePolitics https://t.co/6MTGkrIjnL https://t.co/67MQq5L9wZ",House of Republican,44,May 2019,0.0,0.867,0.133,0.6486
71,Republican,"House Republicans join White House Counselor @KellyannePolls, and Gold Star Mom Debbie Lee ahead of Mother’s Day to talk about why key security issues matter to them as individuals and leaders. 

TUNE IN → https://t.co/PVAiTmSCwo https://t.co/bmUds23eWJ",House of Republican,36,May 2019,0.0,0.849,0.151,0.5719
72,Republican,TUNE IN ⬇️ https://t.co/zJ2vinqHt0,House of Republican,4,May 2019,0.0,1.0,0.0,0.0
73,Republican,Happy #TeacherAppreciation Day! We’re thankful for teachers all across America who are making a positive impact in their schools and communities. https://t.co/tYjO4o937s,House of Republican,22,May 2019,0.0,0.615,0.385,0.906
74,Republican,"Nice to see @RepDonBeyer continuing the Dem trend of lying about health care. This bill does nothing to protect people w/ pre-existing conditions, which Republicans support.

What we don't support is ripping health care away from 158 million Americans to the tune of $32 trillion. https://t.co/OdaacjSX2X",House of Republican,46,May 2019,0.094,0.659,0.247,0.8408
75,Republican,"Nice to see @RepDonBeyer continuing the Dem trend of lying about health care. This bill does nothing to protect people w/ pre-existing conditions, which Republicans support.

What we don't support is ripping health care away from 158 million Americans to the tune of $32 trillion. https://t.co/OdaacjSX2X",House of Republican,46,May 2019,0.094,0.659,0.247,0.8408
76,Republican,"“Sanders’ plan, dubbed 'Medicare For All’ would eliminate private insurers and have all Americans covered through Medicare…What stands out is the utter impracticality of getting from where things stand today to what he proposes.” Read more from @USATODAY: https://t.co/jeX854RV1x",House of Republican,39,May 2019,0.0,1.0,0.0,0.0
77,Republican,"""Democrats' bill on the floor this week is another meaningless messaging bill...might as well call it: 'This Bill Actually Has Nothing to do with Protecting Americans with Preexisting Conditions Act,"" #ForThePolitics https://t.co/giUOivuWEN",House of Republican,32,May 2019,0.083,0.857,0.06,-0.2023
78,Republican,"""The Democrats’ leftward lurch is a dangerous evolution for us, our children, and future Americans."" 

Read more on the dangers of socialist policies like Medicare-For-All and free college tuition in @WarrenDavidson's @FoxNews op-ed ↓ https://t.co/yQzTSgyRo1",House of Republican,35,May 2019,0.159,0.701,0.14,-0.1935
79,Republican,The economy is booming and America is prospering thanks to pro-growth policies championed by the GOP. https://t.co/BNnPlGAxzK,House of Republican,17,May 2019,0.0,0.746,0.254,0.6249
80,Republican,.@RepDougCollins explains how House Dems sabotaged their own hearing for political reasons. Read his @FoxNews op-ed below ⬇️ https://t.co/1o1G62m5NV,House of Republican,19,May 2019,0.0,1.0,0.0,0.0
81,Republican,The Democrats’ socialist health care scheme forces millions of Americans off their current plans and into a government-run system. The $32 Trillion price tag would decrease quality of care while imposing taxes on hard-working families all across America. https://t.co/KOgeZiJNIu,House of Republican,39,May 2019,0.033,0.818,0.15,0.7184
82,Republican,"On this #NationalDayofPrayer, we look past our differences to come together and pray for peace, prosperity, and unity for our blessed nation. https://t.co/fXqWPIdJYe",House of Republican,23,May 2019,0.0,0.673,0.327,0.8658
83,Republican,"""We approach this year’s Holocaust Remembrance Day not only as a call for remembrance, but also as a call to action. We must combat anti-Semitism wherever it rears its ugly head."" 

A must-read by @SteveScalise and @RepLeeZeldin on #YomHaShoah: https://t.co/CWxtXU11oE",House of Republican,40,May 2019,0.177,0.823,0.0,-0.8201
84,Republican,"“Action is the only remedy to indifference: the most insidious danger of all,” Elie Wiesel. 

On #YomHaShoah, we remember the six million Jewish victims, as well as the survivors who suffered alongside them. We must stand against anti-Semitism wherever it lives. https://t.co/bZkf00Splg",House of Republican,42,May 2019,0.21,0.748,0.042,-0.8062
85,Republican,"The Democrats’ one-size-fits-all, government run-scheme has a price tag of $32,000,000,000,000 and would strip 158 million Americans of their health insurance.

Must-watch video from @HouseBudgetGOP ↓ https://t.co/dNPZZzCQsf",House of Republican,27,May 2019,0.0,1.0,0.0,0.0
86,Republican,No slowing down: The booming Trump economy continues to blow past expectations and help all Americans succeed. https://t.co/fhbis9tnwE,House of Republican,18,May 2019,0.095,0.649,0.255,0.5719
87,Republican,".@RepMcGovern falsely claims ""people aren't going to lose their health care with Medicare-for-All.""

The truth? The Dems' government takeover of health care would force 158 million Americans off their private insurance → https://t.co/aUtY9Anw0K https://t.co/AtEY59YV6w",House of Republican,34,Apr 2019,0.0,0.726,0.274,0.8738
88,Republican,Today’s hearing is yet another example of Democrats embracing socialism and trying to put government in charge of everyone’s health care. Just look at how extreme the Dems' health care agenda has become → https://t.co/SSgA0AMkV1,House of Republican,35,Apr 2019,0.0,0.833,0.167,0.7506
89,Republican,"Today House Democrats are advancing their $32 trillion, one-size-fits-all government takeover of health care that would strip 158 million Americans of their private, employer-sponsored health insurance. https://t.co/UuoSh16SqH",House of Republican,27,Apr 2019,0.0,0.89,0.11,0.4939
90,Republican,"Tune in live with @GOPLeader, @SteveScalise, @RepLizCheney, and @michaelcburgess now ⬇️ https://t.co/VFcLzXPc9Z",House of Republican,12,Apr 2019,0.0,1.0,0.0,0.0
91,Republican,"“In this iteration, you get to keep nothing. All private health insurance as we know it's gone…Everything will be taken over by the federal gov't.” -@MichaelCBurgess on Dems wanting to strip 158 million Americans of their health insurance in exchange for a one-size-fits-all plan https://t.co/eIQXhZvp5a",House of Republican,45,Apr 2019,0.0,1.0,0.0,0.0
92,Republican,"""This horrifying episode is the latest example of rising anti-Semitic violence in this country &amp; around the world. All of us must stand against anti-Semitism in all its forms.""

Chair @RepLizCheney's statement following the shooting at Congregation Chabad: https://t.co/FUn6cZQVTF https://t.co/aDRgJxgp62",House of Republican,40,Apr 2019,0.17,0.83,0.0,-0.8316
93,Republican,"Today is @DEAHQ's National #TakeBackDay. Take a step to prevent drug addiction and overdose deaths by properly disposing of your Rx drugs. 

Find a collection site near you →  https://t.co/yHzYWe9d9S https://t.co/nfwLxf9rAS",House of Republican,31,Apr 2019,0.0,0.961,0.039,0.0258
94,Republican,"The situation on the U.S.-Mexico border is a humanitarian &amp; national security disaster. @RepAndyBiggsAZ, @RepSeanDuffy, @RepJohnJoyce, @RepMattGaetz &amp; @Rep_Hunter detail the crisis they saw during a recent trip to the border in this @FoxNews op-ed. ⬇️ https://t.co/mPeqydYbiU",House of Republican,37,Apr 2019,0.192,0.751,0.056,-0.7783
95,Republican,"What does @HouseDemocrats socialist health care takeover mean for you?

✅ $32 Trillion Price Tag
✅ Eliminates private insurance, canceling plans for 150 million Americans
✅ Lowers quality of care and increases wait times for patients https://t.co/hazSNiZ3sY",House of Republican,37,Apr 2019,0.039,0.797,0.165,0.7096
96,Republican,"We want to wish you, your family, and all of your loved ones a happy and blessed Easter! https://t.co/AgBgeXFwLE",House of Republican,19,Apr 2019,0.0,0.452,0.548,0.9412
97,Republican,Wishing everyone who is observing a happy #Passover. Chag Sameach! https://t.co/1OTk0XrmQZ,House of Republican,11,Apr 2019,0.0,0.576,0.424,0.7088
98,Republican,"Who is in charge of Democrats today? Not @SpeakerPelosi or @LeaderHoyer... 
 
@RichLowry explains why the far-left socialist voices define both their party and their radical agenda. https://t.co/lhJYeSyr47",House of Republican,27,Apr 2019,0.0,0.906,0.094,0.4019
99,Republican,"“Dems are pining ever more loudly for socialism these days, for ‘free’ education, ‘free’ health care &amp; much else.... I chose so much more than the promise of ‘free.’ I chose freedom.”

@EnriquePadron01 details the true cost of socialism in @nypost: https://t.co/wTaO7qoSz5",House of Republican,42,Apr 2019,0.0,0.812,0.188,0.8207
100,Republican,"In the first 100 days of their majority, House Democrats:
➡️ failed to deliver a budget
➡️ failed to secure our border and address the humanitarian crisis
➡️ failed to #EndInfanticide

Read more from @GOPLeader on #100DaysOfDems. https://t.co/kYhS5ICW3h",House of Republican,38,Apr 2019,0.289,0.661,0.05,-0.9118
101,Republican,"""From ignoring the humanitarian crisis at the border to championing an impeachment resolution, it has been one exercise in out-of-touch politics after another.""

More on the first #100DaysOfDems by @RepWalberg in his @DailySignal op-ed ⤵️ https://t.co/Cf7AuA7faK",House of Republican,36,Apr 2019,0.16,0.775,0.066,-0.6124
102,Republican,"Thanks to the GOP’s Tax Cuts &amp; Jobs Act, over 90% of middle-class families received a tax cut. That means more of your hard-earned money stays in your pocket.

What do Democrats want? ➡️ “We could increase the taxes that people are paying…70%, 80%, we’ve had it as high as 90%.” https://t.co/jeR4HnXQgb",House of Republican,52,Apr 2019,0.076,0.81,0.114,0.296
103,Republican,"""Tax-cut opponents and a complicit media tell average Americans our new tax law helps only the rich. Facts say otherwise."" Read more on the GOP tax cuts from the @csgazette editorial board ↓ https://t.co/RaO6M63o5m",House of Republican,34,Apr 2019,0.059,0.775,0.166,0.6124
104,Republican,"We are seeing higher wages, record economic optimism, and working families are taking home more of their hard-earned money thanks to historic GOP tax cuts. This #TaxDay, #YouKeepMore https://t.co/ww5k9XnJ0I",House of Republican,29,Apr 2019,0.064,0.751,0.185,0.6369
105,Republican,"The Republican Tax Cuts &amp; Jobs Act is delivering results for the American people:

✔️Lower taxes
✔️Higher wages
✔️More economic opportunity

https://t.co/jQ19Buy3Hc",House of Republican,22,Apr 2019,0.088,0.8,0.112,0.1531
106,Republican,".@WaysandMeansGOP’s @RepKevinBrady explains on #TaxDay how tax reform is helping single moms, working families and small businesses all across America.

Thanks to our reforms, #YouKeepMore. Read ⤵️
https://t.co/XVkVQtZXZr",House of Republican,28,Apr 2019,0.0,0.836,0.164,0.6249
107,Republican,"Happy Birthday to America's 3rd President, Thomas Jefferson! https://t.co/w29dTVTLAj",House of Republican,9,Apr 2019,0.0,0.667,0.333,0.6114
108,Republican,"House Dems when Republicans try to stop infanticide: “Oh my god. They just will not quit.”
 
They’re absolutely right. We’ll never stop fighting for the most vulnerable among us. #100DaysOfDems https://t.co/zbMY9jV1ML",House of Republican,31,Apr 2019,0.179,0.706,0.114,-0.3363
109,Republican,"For years, House Dems said “show me your budget, show me your values.” Now they’re so divided that they can’t even complete a budget. #100DaysOfDems",House of Republican,25,Apr 2019,0.0,1.0,0.0,0.0
